controlId,title,family,description,subFamily
MON-03.3,Privileged Functions Logging,Continuous Monitoring,Mechanisms exist to log and review the actions of users and/or services with elevated privileges.,Detect
MON-03.4,Verbosity Logging for Boundary Devices,Continuous Monitoring,"Mechanisms exist to verbosely log all traffic (both allowed and blocked) arriving at network boundary devices, including firewalls, Intrusion Detection / Prevention Systems (IDS/IPS) and inbound and outbound proxies.",Detect
MON-03.5,Limit Personal Data (PD) In Audit Records,Continuous Monitoring,Mechanisms exist to limit Personal Data (PD) contained in audit records to the elements identified in the Data Privacy Risk Assessment (DPRA).,Detect
MON-03.6,Centralized Management of Planned Audit Record Content,Continuous Monitoring,Mechanisms exist to centrally manage and configure the content required to be captured in audit records generated by organization-defined system components.,Detect
MON-03.7,Database Logging,Continuous Monitoring,Mechanisms exist to ensure databases produce audit records that contain sufficient information to monitor database activities.,Detect
MON-04,Event Log Storage Capacity,Continuous Monitoring,Mechanisms exist to allocate and proactively manage sufficient event log storage capacity to reduce the likelihood of such capacity being exceeded.,Detect
MON-05,Response To Event Log Processing Failures,Continuous Monitoring,Mechanisms exist to alert appropriate personnel in the event of a log processing failure and take actions to remedy the disruption.,Detect
MON-05.1,Real-Time Alerts of Event Logging Failure,Continuous Monitoring,Mechanisms exist to provide 24x7x365 near real-time alerting capability when an event log processing failure occurs.,Detect
MON-05.2,Event Log Storage Capacity Alerting,Continuous Monitoring,Automated mechanisms exist to alert appropriate personnel when the allocated volume reaches an organization-defined percentage of maximum event log storage capacity.,Detect
MON-06,Monitoring Reporting,Continuous Monitoring,Mechanisms exist to provide an event log report generation capability to aid in detecting and assessing anomalous activities.,Detect
MON-06.1,Query Parameter Audits of Personal Data (PD),Continuous Monitoring,Mechanisms exist to provide and implement the capability for auditing the parameters of user query events for data sets containing Personal Data (PD).,Detect
MON-06.2,Trend Analysis Reporting,Continuous Monitoring,"Mechanisms exist to employ trend analyses to determine if security control implementations, the frequency of continuous monitoring activities, and/or the types of activities used in the continuous monitoring process need to be modified based on empirical data.",Detect
MON-07,Time Stamps,Continuous Monitoring,"Mechanisms exist to configure Technology Assets, Applications and/or Services (TAAS) to use an authoritative time source to generate time stamps for event logs.",Detect
MON-07.1,Synchronization With Authoritative Time Source,Continuous Monitoring,Mechanisms exist to synchronize internal system clocks with an authoritative time source.,Detect
MON-08,Protection of Event Logs,Continuous Monitoring,"Mechanisms exist to protect event logs and audit tools from unauthorized access, modification and deletion.",Detect
MON-08.1,Event Log Backup on Separate Physical Systems / Components,Continuous Monitoring,Mechanisms exist to back up event logs onto a physically different system or system component than the Security Incident Event Manager (SIEM) or similar automated tool.,Detect
MON-08.2,Access by Subset of Privileged Users,Continuous Monitoring,Mechanisms exist to restrict access to the management of event logs to privileged users with a specific business need.,Detect
MON-08.3,Cryptographic Protection of Event Log Information,Continuous Monitoring,Cryptographic mechanisms exist to protect the integrity of event logs and audit tools.,Protect
MON-08.4,Dual Authorization for Event Log Movement,Continuous Monitoring,Automated mechanisms exist to enforce dual authorization for the movement or deletion of event logs.,Protect
MON-09,Non-Repudiation,Continuous Monitoring,Mechanisms exist to utilize a non-repudiation capability to protect against an individual falsely denying having performed a particular action.,Protect
MON-09.1,Identity Binding,Continuous Monitoring,Mechanisms exist to bind the identity of the information producer to the information generated.,Protect
MON-10,Event Log Retention,Continuous Monitoring,"Mechanisms exist to retain event logs for a time period consistent with records retention requirements to provide support for after-the-fact investigations of security incidents and to meet statutory, regulatory and contractual retention requirements.",Detect
MON-11,Monitoring For Information Disclosure,Continuous Monitoring,Mechanisms exist to monitor for evidence of unauthorized exfiltration or disclosure of non-public information.,Detect
MON-11.1,Analyze Traffic for Covert Exfiltration,Continuous Monitoring,Automated mechanisms exist to analyze network traffic to detect covert data exfiltration.,Detect
MON-11.2,Unauthorized Network Services,Continuous Monitoring,Automated mechanisms exist to detect unauthorized network services and alert incident response personnel.,Detect
MON-11.3,Monitoring for Indicators of Compromise (IOC),Continuous Monitoring,Automated mechanisms exist to identify and alert on Indicators of Compromise (IoC).,Detect
MON-12,Session Audit,Continuous Monitoring,Mechanisms exist to provide session audit capabilities that can: (1) Capture and log all content related to a user session; and (2) Remotely view all content related to an established user session in real time.,Detect
MON-13,Alternate Event Logging Capability,Continuous Monitoring,Mechanisms exist to provide an alternate event logging capability in the event of a failure in primary audit capability.,Detect
MON-14,Cross-Organizational Monitoring,Continuous Monitoring,"Mechanisms exist to coordinate sanitized event logs among external organizations to identify anomalous events when event logs are shared across organizational boundaries, without giving away sensitive or critical business data.",Detect
